Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
776159,"The Lady in the Lake (Philip Marlowe, #4)",Raymond Chandler,"Chandler, Raymond",,"=""0394758250""","=""9780394758251""",0,4.06,Vintage Crime/Black Lizard,Paperback,266,1988,1943,,2020/06/15,to-read,to-read (#60),to-read,,,,0,0
2052,"The Big Sleep (Philip Marlowe, #1)",Raymond Chandler,"Chandler, Raymond",,"=""0394758285""","=""9780394758282""",0,3.94,Vintage Crime,Paperback,231,1988,1939,,2020/06/15,to-read,to-read (#59),to-read,,,,0,0
12000020,"Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante, #1)",Benjamin Alire Sáenz,"Sáenz, Benjamin Alire",,"=""1442408928""","=""9781442408920""",4,4.29,Simon & Schuster Books for Young Readers,Hardcover,390,2012,2012,2017/02/22,2016/07/08,"on-life-and-living, romance, lgbt, wow","on-life-and-living (#8), romance (#2), lgbt (#6), wow (#19)",read,,,,1,0
15055,Oranges Are Not the Only Fruit,Jeanette Winterson,"Winterson, Jeanette",,"=""""","=""""",0,3.73,Grove Press,Paperback,176,1997,1985,,2020/06/14,to-read,to-read (#58),to-read,,,,0,0
165395,Rubyfruit Jungle,Rita Mae Brown,"Brown, Rita Mae",,"=""0553146963""","=""9780553146967""",0,3.91,Bantam Books,Mass Market Paperback,246,1980,1973,,2020/06/14,to-read,to-read (#57),to-read,,,,0,0
34506912,The Prince and the Dressmaker,Jen Wang,"Wang, Jen",,"=""162672363X""","=""9781626723634""",0,4.33,First Second,Paperback,277,2018,2018,,2020/06/14,to-read,to-read (#55),to-read,,,,0,0
29579,"Foundation (Foundation, #1)",Isaac Asimov,"Asimov, Isaac",,"=""0553803719""","=""9780553803716""",0,4.17,Bantam,Hardcover,244,2004,1951,,2020/06/14,to-read,to-read (#54),to-read,,,,0,0
37435,The Secret Life of Bees,Sue Monk Kidd,"Kidd, Sue Monk",,"=""0142001740""","=""9780142001745""",0,4.10,Penguin Books,Paperback,302,2003,2001,,2020/06/14,to-read,to-read (#53),to-read,,,,0,0
43641,Water for Elephants,Sara Gruen,"Gruen, Sara",,"=""1565125606""","=""9781565125605""",0,4.11,Algonquin Books,Paperback,368,2007,2006,,2020/06/14,to-read,to-read (#52),to-read,,,,0,0
27833670,Dark Matter,Blake Crouch,"Crouch, Blake",,"=""1101904224""","=""9781101904220""",0,4.13,Ballantine Books,Hardcover,342,2016,2016,,2020/06/13,to-read,to-read (#51),to-read,,,,0,0
40545956,Where the Forest Meets the Stars,Glendy Vanderah,"Vanderah, Glendy",,"=""154204006X""","=""9781542040068""",0,4.13,Lake Union Publishing,Hardcover,332,2019,2019,,2020/06/13,to-read,to-read (#50),to-read,,,,0,0
40097951,The Silent Patient,Alex Michaelides,"Michaelides, Alex",,"=""1250301696""","=""9781250301697""",0,4.17,Celadon Books,Hardcover,336,2019,2019,,2020/06/13,to-read,to-read (#49),to-read,,,,0,0
11250317,The Song of Achilles,Madeline Miller,"Miller, Madeline",,"=""1408816032""","=""9781408816035""",2,4.31,Bloomsbury Publishing,Hardcover,352,2011,2011,2019/08/12,2017/04/15,"cool-concept-bad-execution, dragged-on, hyped, lgbt, meh, badly-paced, instalove, flat-characters","cool-concept-bad-execution (#4), dragged-on (#5), hyped (#17), lgbt (#8), meh (#34), badly-paced (#1), instalove (#1), flat-characters (#1)",read,,,,1,0
6567017,"Will Grayson, Will Grayson",John Green,"Green, John",David Levithan,"=""0525421580""","=""9780525421580""",1,3.69,Dutton Books,Hardcover,320,2010,2010,2016/08/03,2016/08/21,"die, romance, sucky-af, went-downhill, what-did-i-just-read, doesnt-deserve-the-hype, wtf, lgbt","die (#6), romance (#10), sucky-af (#13), went-downhill (#2), what-did-i-just-read (#21), doesnt-deserve-the-hype (#6), wtf (#4), lgbt (#12)",read,,,,1,0
2767052,"The Hunger Games (The Hunger Games, #1)",Suzanne Collins,"Collins, Suzanne",,"=""0439023483""","=""9780439023481""",3,4.35,Scholastic Press,Hardcover,374,2008,2008,2015/01/01,2016/03/11,,,read,,,,1,0
7913305,"The Immortals of Meluha (Shiva Trilogy, #1)",Amish Tripathi,"Tripathi, Amish",,"=""""","=""""",1,4.14,Westland ,Paperback,436,2010,2010,,2020/06/09,"bad-writing, yawn, cringe, disappointed, dnf, cool-concept-bad-execution, flat-characters, read-less-than-a-third, poop, recommended-to-me","bad-writing (#3), yawn (#6), cringe (#4), disappointed (#14), dnf (#11), cool-concept-bad-execution (#6), flat-characters (#5), read-less-than-a-third (#2), poop (#1), recommended-to-me (#5)",read,,,,1,0
4407,"American Gods (American Gods, #1)",Neil Gaiman,"Gaiman, Neil",,"=""""","=""""",0,4.10,Headline Review,Paperback,635,2005,2001,,2020/06/09,to-read,to-read (#48),to-read,,,,0,0
127455,"The Lies of Locke Lamora (Gentleman Bastard, #1)",Scott Lynch,"Lynch, Scott",,"=""0553804677""","=""9780553804676""",0,4.31,Bantam Spectra,Hardcover,499,2006,2006,,2020/06/09,to-read,to-read (#47),to-read,,,,0,0
19494,"The Spy Who Came In from the Cold (George Smiley, #3)",John Le Carré,"Carré, John Le",,"=""""","=""9780743442534""",0,4.09,Scribner,Paperback,212,2001,1963,,2020/06/09,to-read,to-read (#46),to-read,,,,0,0
10073506,"Tinker, Tailor, Soldier, Spy (George Smiley, #5; Karla Trilogy, #1)",John Le Carré,"Carré, John Le",,"=""""","=""""",0,4.06,Penguin Books,Paperback,381,2011,1974,,2020/06/09,to-read,to-read (#45),to-read,,,,0,0
28676,American Psycho,Bret Easton Ellis,"Ellis, Bret Easton",,"=""0679735771""","=""9780679735779""",0,3.80,Vintage Contemporaries / Random House,Paperback,399,1991,1991,2020/06/09,2020/06/09,"uhhh, dark, dnf, dragged-on, hyped, obsessive, read-a-third-of-it, recommended-to-me","uhhh (#1), dark (#16), dnf (#10), dragged-on (#6), hyped (#22), obsessive (#2), read-a-third-of-it (#3), recommended-to-me (#4)",read,,,,1,0
16299,And Then There Were None,Agatha Christie,"Christie, Agatha",,"=""0312330871""","=""9780312330873""",5,4.28,St. Martin's Griffin,Paperback,264,2004,1939,2016/04/11,2016/04/11,"shes-perfect-to-me, recommend, what-did-i-just-read, thrilling, mystery, classics","shes-perfect-to-me (#3), recommend (#13), what-did-i-just-read (#9), thrilling (#1), mystery (#1), classics (#13)",read,,,,1,0
5886881,Dark Places,Gillian Flynn,"Flynn, Gillian",,"=""0307341569""","=""9780307341563""",0,3.94,Shaye Areheart Books,Hardcover,424,2009,2009,,2020/06/09,to-read,to-read (#44),to-read,,,,0,0
18045891,Sharp Objects,Gillian Flynn,"Flynn, Gillian",,"=""0297851535""","=""9780297851530""",0,4.01,Broadway Paperbacks,Paperback,254,2007,2006,,2020/06/09,to-read,to-read (#43),to-read,,,,0,0
10628,Night Shift,Stephen        King,"King, Stephen",,"=""""","=""""",0,4.04,Hodder & Stoughton,Paperback,409,1979,1978,,2020/06/09,to-read,to-read (#42),to-read,,,,0,0
10614,Misery,Stephen        King,"King, Stephen",,"=""0450417395""","=""9780450417399""",4,4.23,New English Library,Paperback,370,1992,1987,,2017/07/07,"better-than-expected, dark, messed-up, what-did-i-just-read, wow, wtf, mystery, recommended-to-me","better-than-expected (#18), dark (#6), messed-up (#5), what-did-i-just-read (#35), wow (#20), wtf (#12), mystery (#8), recommended-to-me (#3)",read,,,,1,0
21726,The Ruins,Scott        Smith,"Smith, Scott",,"=""1400043875""","=""9781400043873""",5,3.69,Alfred A. Knopf,Hardcover,336,2006,2006,,2017/07/28,"favorites, mystery, wow, wtf","favorites (#6), mystery (#7), wow (#37), wtf (#16)",read,,,,1,0
11235712,"Cinder (The Lunar Chronicles, #1)",Marissa Meyer,"Meyer, Marissa",,"=""0312641893""","=""9780312641894""",4,4.13,Feiwel & Friends,Hardcover,390,2012,2012,2016/01/01,2016/03/10,recommend,recommend (#3),read,,,,1,0
3453979,Lang Lang: Playing with Flying Keys,Lang Lang,"Lang, Lang",Michael French,"=""0385735782""","=""9780385735780""",3,4.02,Delacorte Books for Young Readers,Hardcover,215,2008,2008,2017/04/23,2017/05/06,"better-than-expected, assigned-reading, nonfiction, on-life-and-living, favorites, animated-adaptation-please","better-than-expected (#16), assigned-reading (#5), nonfiction (#11), on-life-and-living (#19), favorites (#4), animated-adaptation-please (#1)",read,,,,1,0
29430012,A Gentleman in Moscow,Amor Towles,"Towles, Amor",,"=""""","=""""",3,4.32,Viking,Hardcover,462,2016,2016,2018/01/24,2018/01/27,"pedantic, pretty-prose, recommended-to-me, would-almost-recommend","pedantic (#1), pretty-prose (#4), recommended-to-me (#2), would-almost-recommend (#4)",read,,,,1,0
16091469,Walking the Path,Frédérique Lebelley,"Lebelley, Frédérique",,"=""""","=""""",2,4.00,Sri SriPublications Trust,Unknown Binding,240,2010,2010,2016/05/08,2016/05/08,"nonfiction, on-life-and-living, what-did-i-just-read, cult","nonfiction (#3), on-life-and-living (#5), what-did-i-just-read (#12), cult (#1)",read,,,,1,0
231804,The Outsiders,S.E. Hinton,"Hinton, S.E.",,"=""0670532576""","=""9780670532575""",3,4.14,Puffin Books (US/CAN),Mass Market Paperback,208,1997,1967,2016/11/28,2016/12/28,"better-than-expected, assigned-reading, hyped, meh, classics","better-than-expected (#14), assigned-reading (#3), hyped (#3), meh (#23), classics (#12)",read,,,,1,0
30116958,"The Epic Crush of Genie Lo (The Epic Crush of Genie Lo, #1)",F.C. Yee,"Yee, F.C.",,"=""1419725483""","=""9781419725487""",1,3.97,Amulet Books,Hardcover,320,2017,2017,,2017/12/31,recommended-to-me,recommended-to-me (#1),read,,,,1,0
31138556,Homo Deus: A History of Tomorrow,Yuval Noah Harari,"Harari, Yuval Noah",,"=""""","=""""",3,4.19,Harper,ebook,450,2017,2015,2018/02/27,2018/02/27,"hyped, nonfiction, wow","hyped (#7), nonfiction (#13), wow (#21)",read,,,,1,0
14891,A Tree Grows in Brooklyn,Betty  Smith,"Smith, Betty",,"=""0061120073""","=""9780061120077""",2,4.30,HarperCollins Publishers,Paperback,496,2006,1943,2019/03/09,2019/03/09,"dnf, got-boring, on-life-and-living, dragged-on, read-a-third-of-it, classics","dnf (#5), got-boring (#10), on-life-and-living (#30), dragged-on (#1), read-a-third-of-it (#1), classics (#9)",read,,,,1,0
149267,The Stand,Stephen        King,"King, Stephen",Bernie Wrightson,"=""""","=""""",0,4.35,Doubleday Books,Hardcover,1152,1990,1978,,2020/06/08,to-read,to-read (#41),to-read,,,,0,0
11588,"The Shining (The Shining, #1)",Stephen        King,"King, Stephen",,"=""0450040186""","=""9780450040184""",0,4.28,New English Library (Hodder & Stoughton) ,Paperback,497,1980,1977,,2020/06/08,to-read,to-read (#40),to-read,,,,0,0
41804,"I, Robot (Robot, #0.1)",Isaac Asimov,"Asimov, Isaac",,"=""0553803700""","=""9780553803709""",0,4.21,Bantam Books,Hardcover,224,2004,1950,,2020/06/08,to-read,to-read (#39),to-read,,,,0,0
4381,Fahrenheit 451,Ray Bradbury,"Bradbury, Ray",,"=""0307347974""","=""9780307347978""",0,3.97,DeBolsillo,Mass Market Paperback,158,2004,1953,,2020/06/08,to-read,to-read (#38),to-read,,,,0,0
375802,"Ender’s Game (Ender's Saga, #1)",Orson Scott Card,"Card, Orson Scott",,"=""0812550706""","=""9780812550702""",0,4.31,Tor,Mass Market Paperback,324,2004,1985,,2020/06/08,to-read,to-read (#37),to-read,,,,0,0
44767458,"Dune (Dune, #1)",Frank Herbert,"Herbert, Frank",,"=""059309932X""","=""9780593099322""",0,4.28,Ace,Hardcover,658,2019,1965,,2020/06/08,to-read,to-read (#36),to-read,,,,0,0
7131,The Count of Monte Cristo,Alexandre Dumas,"Dumas, Alexandre",Lorenzo Carcaterra,"=""037576030X""","=""9780375760303""",0,4.32,The Modern Library,Paperback,1488,2002,1846,,2020/06/08,to-read,to-read (#35),to-read,,,,0,0
18765,"I, Claudius (Claudius, #1)",Robert Graves,"Graves, Robert",,"=""067972477X""","=""9780679724773""",0,4.24,Vintage,Paperback,469,1989,1934,,2020/06/08,to-read,to-read (#34),to-read,,,,0,0
2865,Girl with a Pearl Earring,Tracy Chevalier,"Chevalier, Tracy",,"=""0452287022""","=""9780452287020""",0,3.93,Plume/Penguin,Paperback,233,2005,1999,,2020/06/08,to-read,to-read (#33),to-read,,,,0,0
930,Memoirs of a Geisha,Arthur Golden,"Golden, Arthur",,"=""0739326228""","=""9780739326220""",0,4.16,Random House Large Print,Hardcover,434,2005,1997,,2020/06/08,to-read,to-read (#32),to-read,,,,0,0
11486,The Color Purple,Alice Walker,"Walker, Alice",,"=""""","=""""",0,4.27,Pocket,Paperback,295,2004,1982,,2020/06/08,to-read,to-read (#31),to-read,,,,0,0
9777,The God of Small Things,Arundhati Roy,"Roy, Arundhati",,"=""0679457313""","=""9780679457312""",0,3.96,Random House,Paperback,321,1997,1997,,2020/06/08,to-read,to-read (#30),to-read,,,,0,0
9335,The House of the Spirits (Everyman's Library),Isabel Allende,"Allende, Isabel",Magda Bogin,"=""1857152816""","=""9781857152814""",0,4.29,Alfred A Knopf / Jonathan Cape,Hardcover,488,1985,1982,,2020/06/08,to-read,to-read (#29),to-read,,,,0,0
355697,All Quiet on the Western Front,Erich Maria Remarque,"Remarque, Erich Maria",Arthur Wesley Wheen,"=""0449213943""","=""9780449213940""",0,4.10,Ballantine Books,Mass Market Paperback,296,1987,1928,,2020/06/08,to-read,to-read (#28),to-read,,,,0,0
9969571,"Ready Player One (Ready Player One, #1)",Ernest Cline,"Cline, Ernest",,"=""030788743X""","=""9780307887436""",1,4.23,Crown Publishers,Hardcover,480,2011,2011,2018/01/16,2018/01/27,"disappointed, hyped, meh, sucky-af, went-downhill, what-did-i-just-read, doesnt-deserve-the-hype, bad-writing","disappointed (#4), hyped (#10), meh (#28), sucky-af (#18), went-downhill (#6), what-did-i-just-read (#37), doesnt-deserve-the-hype (#13), bad-writing (#2)",read,,,,1,0
4671,The Great Gatsby,F. Scott Fitzgerald,"Fitzgerald, F. Scott",,"=""0743273567""","=""9780743273565""",4,3.93,Scribner,Paperback,180,1925,1925,,2016/03/11,"shes-perfect-to-me, assigned-reading, dark, i-vibe-w-the-writing, on-life-and-living, wow, pretty-prose","shes-perfect-to-me (#9), assigned-reading (#7), dark (#8), i-vibe-w-the-writing (#2), on-life-and-living (#27), wow (#28), pretty-prose (#3)",read,,,,1,0
7896527,"Throne of Glass (Throne of Glass, #1)",Sarah J. Maas,"Maas, Sarah J.",,"=""""","=""""",2,4.18,Bloomsbury USA Children's,Hardcover,406,2012,2012,2016/01/01,2016/03/10,,,read,,,,1,0
6050678,"Leviathan (Leviathan, #1)",Scott Westerfeld,"Westerfeld, Scott",Keith Thompson,"=""1416971734""","=""9781416971733""",2,3.92,Simon & Schuster Books for Young Readers,Hardcover,440,2009,2009,2016/01/01,2016/03/10,,,read,,,,1,0
22208238,"Maximum Ride Forever (Maximum Ride, #9)",James  Patterson,"Patterson, James",,"=""0316207500""","=""9780316207508""",3,4.03,jimmy patterson,Hardcover,400,2015,2015,2016/01/01,2016/03/10,,,read,,,,1,0
22489107,"Fairest (The Lunar Chronicles, #3.5)",Marissa Meyer,"Meyer, Marissa",,"=""1250060559""","=""9781250060556""",2,3.94,Feiwel & Friends,Hardcover,272,2015,2015,2015/01/01,2016/03/10,,,read,,,,1,0
18692431,"Everything, Everything",Nicola Yoon,"Yoon, Nicola",David  Yoon,"=""0553496646""","=""9780553496642""",2,3.96,Delacorte Books for Young Readers,Hardcover,312,2015,2015,2016/01/01,2016/03/10,,,read,,,,1,0
18004320,"The Last Ever After (The School for Good and Evil, #3)",Soman Chainani,"Chainani, Soman",,"=""0062104950""","=""9780062104953""",4,4.24,HarperCollins,Hardcover,655,2015,2015,2016/01/01,2016/03/10,,,read,,,,1,0
1,"Harry Potter and the Half-Blood Prince (Harry Potter, #6)",J.K. Rowling,"Rowling, J.K.",,"=""""","=""""",3,4.58,Scholastic Inc,Paperback,652,2006,2005,2016/01/01,2016/03/10,,,read,,,,1,0
18405,Gone with the Wind,Margaret Mitchell,"Mitchell, Margaret",,"=""0446365386""","=""9780446365383""",0,4.31,Warner Books,Mass Market Paperback,1037,1993,1936,,2020/01/10,to-read,to-read (#27),to-read,,,,0,0
5043,"The Pillars of the Earth (Kingsbridge, #1)",Ken Follett,"Follett, Ken",,"=""045122213X""","=""9780451222138""",0,4.35,Penguin Books,Paperback,976,2007,1989,,2020/01/10,to-read,to-read (#26),to-read,,,,0,0
38926328,Five Feet Apart,Rachael Lippincott,"Lippincott, Rachael","Mikki Daughtry, Tobias Iaconis","=""1534437339""","=""9781534437333""",0,4.18,Simon & Schuster Books for Young Readers,Hardcover,304,2018,2018,,2019/12/12,to-read,to-read (#25),to-read,,,,0,0
25781157,The Nest,Cynthia D'Aprix Sweeney,"Sweeney, Cynthia D'Aprix",,"=""0062414216""","=""9780062414212""",1,3.41,Ecco,Hardcover,353,2016,2016,2016/06/04,2016/06/04,"got-boring, meh, on-life-and-living, what-did-i-just-read, doesnt-deserve-the-hype, dnf","got-boring (#3), meh (#7), on-life-and-living (#7), what-did-i-just-read (#13), doesnt-deserve-the-hype (#1), dnf (#9)",read,,,,1,0
18465591,"One Man Guy (One Man Guy, #1)",Michael Barakiva,"Barakiva, Michael",,"=""0374356459""","=""9780374356453""",1,3.85,"Farrar, Straus and Giroux (BYR)",Hardcover,255,2014,2014,2017/02/19,2017/02/20,"lgbt, sucky-af, dnf","lgbt (#3), sucky-af (#17), dnf (#8)",read,,,,1,0
5129,Brave New World,Aldous Huxley,"Huxley, Aldous",,"=""0060929871""","=""9780060929879""",3,4.00,HarperPerennial / Perennial Classics,Paperback,268,1998,1932,2019/01/12,2019/01/11,"dark, dystopian, i-vibe-w-the-writing, messed-up, recommend, what-did-i-just-read, classics","dark (#10), dystopian (#7), i-vibe-w-the-writing (#4), messed-up (#6), recommend (#21), what-did-i-just-read (#40), classics (#7)",read,,,,1,0
162332,The Sailor Who Fell from Grace with the Sea,Yukio Mishima,"Mishima, Yukio",John Nathan,"=""""","=""""",4,3.84,Vintage,Paperback,181,1994,1963,2019/04/21,2019/04/21,"thrilling, shes-perfect-to-me, dark, favorites, i-vibe-w-the-writing, recommend, on-life-and-living, wow, reread-later, pretty-prose, asian-lit","thrilling (#13), shes-perfect-to-me (#12), dark (#12), favorites (#8), i-vibe-w-the-writing (#6), recommend (#22), on-life-and-living (#31), wow (#32), reread-later (#2), pretty-prose (#2), asian-lit (#1)",read,,,,1,0
12296,The Scarlet Letter,Nathaniel Hawthorne,"Hawthorne, Nathaniel","Nina Baym, Thomas E. Connolly","=""0142437263""","=""9780142437261""",2,3.44,Penguin Books,Paperback,279,2002,1850,2019/05/30,2019/06/25,"cool-concept-bad-execution, disappointed, dragged-on, i-vibe-w-the-writing, historical, got-boring, meh, doesnt-deserve-the-hype, classics","cool-concept-bad-execution (#3), disappointed (#13), dragged-on (#4), i-vibe-w-the-writing (#7), historical (#4), got-boring (#11), meh (#33), doesnt-deserve-the-hype (#18), classics (#3)",read,,,,1,0
37470,"The Other Boleyn Girl (The Plantagenet and Tudor Novels, #9)",Philippa Gregory,"Gregory, Philippa",,"=""""","=""""",3,4.09,Washington Square Press,Paperback,661,2003,2001,2019/08/17,2019/08/17,"better-than-expected, historical, not-really-romantic","better-than-expected (#26), historical (#7), not-really-romantic (#2)",read,,,,1,0
10644930,11/22/63,Stephen        King,"King, Stephen",,"=""1451627289""","=""9781451627282""",0,4.35,Scribner,Hardcover,849,2011,2011,,2019/07/09,to-read,to-read (#24),to-read,,,,0,0
35545737,A Walk to Remember,Nicholas Sparks,"Sparks, Nicholas",,"=""""","=""""",0,4.20,Grand Central Publishing ,Kindle Edition,215,2017,1999,,2019/07/03,to-read,to-read (#23),to-read,,,,0,0
96441,The End of Education: Redefining the Value of School,Neil Postman,"Postman, Neil",,"=""0679750312""","=""9780679750314""",2,3.97,Vintage,Paperback,209,1996,1995,2019/03/09,2019/03/19,"assigned-reading, disappointed, nonfiction","assigned-reading (#10), disappointed (#10), nonfiction (#17)",read,,,,1,0
114955,The Arctic Incident  (Artemis Fowl #2),Eoin Colfer,"Colfer, Eoin",Sian Melangell Dafydd,"=""""","=""""",2,3.96,Hyperion Books for Children,Paperback,398,2004,2002,2019/01/26,2019/01/25,"childrens-literature, good","childrens-literature (#1), good (#12)",read,,,,1,0
18584855,Heartless,Marissa Meyer,"Meyer, Marissa",,"=""1250044650""","=""9781250044655""",1,4.09,Feiwel & Friends,Hardcover,453,2016,2016,,2018/12/31,"yawn, cliche, disappointed, dnf, hyped, romance, sucky-af, sucky-romance, doesnt-deserve-the-hype","yawn (#2), cliche (#8), disappointed (#7), dnf (#2), hyped (#14), romance (#17), sucky-af (#19), sucky-romance (#11), doesnt-deserve-the-hype (#16)",read,,,,1,0
32735037,"An Unkindness of Magicians (The Unseen World, #1)",Kat Howard,"Howard, Kat",,"=""1481451219""","=""9781481451215""",0,3.72,Saga Press,ebook,352,2017,2017,,2018/12/30,to-read,to-read (#22),to-read,,,,0,0
8913370,Fingersmith,Sarah Waters,"Waters, Sarah",,"=""1101057025""","=""9781101057025""",1,4.02,Riverhead Books,ebook,592,2002,2002,,2018/12/30,"historical, yawn, dnf, lgbt, got-boring, sucky-romance, went-downhill, what-did-i-just-read, doesnt-deserve-the-hype, dark, disappointed","historical (#1), yawn (#1), dnf (#1), lgbt (#7), got-boring (#8), sucky-romance (#10), went-downhill (#8), what-did-i-just-read (#39), doesnt-deserve-the-hype (#15), dark (#9), disappointed (#6)",read,,,,2,0
11870085,The Fault in Our Stars,John Green,"Green, John",,"=""""","=""""",1,4.12,Dutton Books,Hardcover,313,2012,2012,2016/01/01,2016/03/10,"hyped, romance, on-life-and-living, sucky-romance, went-downhill, doesnt-deserve-the-hype","hyped (#13), romance (#16), on-life-and-living (#28), sucky-romance (#9), went-downhill (#7), doesnt-deserve-the-hype (#14)",read,,,,1,0
34430839,"Gwendy's Button Box (The Button Box, #1)",Stephen        King,"King, Stephen","Richard  Chizmar, Keith Minnion","=""1587676109""","=""9781587676109""",3,3.92,Cemetery Dance Publications,Hardcover,171,2017,2017,2018/06/26,2018/06/26,"better-than-expected, good, recommend, wow","better-than-expected (#22), good (#9), recommend (#19), wow (#26)",read,,,,1,0
30962267,The Ghostwriter,A.R. Torre,"Torre, A.R.",,"=""""","=""""",0,4.23,DCA,Paperback,321,2017,2017,,2018/04/20,to-read,to-read (#21),to-read,,,,0,0
28238589,"Otherworld (Last Reality, #1)",Jason Segel,"Segel, Jason",Kirsten Miller,"=""110193932X""","=""9781101939321""",2,3.69,Delacorte Press,Hardcover,355,2017,2017,2018/01/04,2018/01/05,,,read,,,,1,0
35504431,Turtles All the Way Down,John Green,"Green, John",,"=""0525555366""","=""9780525555360""",1,3.88,Dutton Books for Young Readers,Hardcover,290,2017,2017,2018/02/08,2018/02/11,"disappointed, doesnt-deserve-the-hype, on-life-and-living","disappointed (#3), doesnt-deserve-the-hype (#11), on-life-and-living (#22)",read,,,,1,0
18189606,Since You've Been Gone,Morgan Matson,"Matson, Morgan",,"=""1442435003""","=""9781442435001""",1,4.07,Simon & Schuster,Hardcover,449,2014,2014,,2018/03/10,"on-life-and-living, sucky-romance","on-life-and-living (#24), sucky-romance (#8)",read,,,,1,0
3109,The Omnivore's Dilemma: A Natural History of Four Meals,Michael Pollan,"Pollan, Michael",,"=""1594200823""","=""9781594200823""",0,4.19,The Penguin Press,Hardcover,450,2006,2006,,2018/04/03,to-read,to-read (#20),to-read,,,,0,0
16248113,"The School for Good and Evil (The School for Good and Evil, #1)",Soman Chainani,"Chainani, Soman",Iacopo Bruno,"=""0062104896""","=""9780062104892""",5,3.99,HarperCollins,Hardcover,488,2013,2013,2015/01/01,2016/03/10,recommend,recommend (#7),read,,,,1,0
17571564,"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened",Allie Brosh,"Brosh, Allie",,"=""1451666179""","=""9781451666175""",3,4.17,Touchstone Books,Paperback,371,2013,2013,2016/04/09,2016/04/09,"what-did-i-just-read, funny-and-ish, random","what-did-i-just-read (#6), funny-and-ish (#1), random (#1)",read,,,,1,0
35523006,The Tattooist of Auschwitz,Heather   Morris,"Morris, Heather",,"=""1760403172""","=""9781760403171""",0,4.32,Bonnier Publishing Australia,Paperback,277,2018,2018,,2018/04/03,to-read,to-read (#19),to-read,,,,0,0
56373,Tipping the Velvet,Sarah Waters,"Waters, Sarah",,"=""1573227889""","=""9781573227889""",0,4.05,Riverhead Books,Paperback,472,2000,1998,,2018/04/02,to-read,to-read (#18),to-read,,,,0,0
1217100,Thirteen Reasons Why,Jay Asher,"Asher, Jay",,"=""1595141715""","=""9781595141712""",2,3.84,Razorbill,Hardcover,288,2007,2007,2016/03/14,2016/03/10,"what-did-i-just-read, on-life-and-living","what-did-i-just-read (#1), on-life-and-living (#3)",read,,,,1,0
51496,Dr. Jekyll and Mr. Hyde,Robert Louis Stevenson,"Stevenson, Robert Louis","Vladimir Nabokov, Dan Chaon, Jerome Charyn, Simon Vestdijk","=""0451528956""","=""9780451528957""",0,3.83,Signet Classic,Mass Market Paperback,139,2003,1886,,2018/03/10,to-read,to-read (#17),to-read,,,,0,0
28877,"Red Dragon (Hannibal Lecter, #1)",Thomas  Harris,"Harris, Thomas",,"=""""","=""""",0,4.07,Dutton,Hardcover,454,2000,1981,,2018/03/10,to-read,to-read (#16),to-read,,,,0,0
425029,"Presumed Innocent (Kindle County Legal Thriller, #1)",Scott Turow,"Turow, Scott",,"=""0446350982""","=""9780446350983""",0,4.09,Grand Central Pub,Mass Market Paperback,421,1988,1987,,2018/03/10,to-read,to-read (#15),to-read,,,,0,0
7624,Lord of the Flies,William Golding,"Golding, William",,"=""0140283331""","=""9780140283334""",0,3.70,Penguin Books ,Paperback,182,1999,1954,,2018/03/10,to-read,to-read (#14),to-read,,,,0,0
77203,The Kite Runner,Khaled Hosseini,"Hosseini, Khaled",,"=""159463193X""","=""9781594631931""",2,4.35,Riverhead Books,Paperback,371,2004,2003,2018/03/10,2018/03/10,"hyped, on-life-and-living, got-boring, meh, doesnt-deserve-the-hype","hyped (#9), on-life-and-living (#23), got-boring (#7), meh (#27), doesnt-deserve-the-hype (#12)",read,,,,1,0
1842,"Guns, Germs, and Steel: The Fates of Human Societies",Jared Diamond,"Diamond, Jared",,"=""0739467352""","=""9780739467350""",3,4.04,W.W. Norton & Company,Paperback,498,2005,1997,2018/02/18,2018/02/27,"better-than-expected, hyped, nonfiction, what-did-i-just-read, wow","better-than-expected (#19), hyped (#8), nonfiction (#14), what-did-i-just-read (#36), wow (#22)",read,,,,1,0
34928122,Artemis,Andy Weir,"Weir, Andy",,"=""0553448129""","=""9780553448122""",1,3.69,Crown,Hardcover,305,2017,2017,2018/01/27,2018/01/27,,,read,,,,1,0
5346,The Last Juror,John Grisham,"Grisham, John",,"=""0385339682""","=""9780385339681""",1,3.96,Delta,Paperback,278,2006,2004,,2018/01/27,,,read,,,,1,0
33830437,Far from the Tree,Robin Benway,"Benway, Robin",Sophie Lamotte d'Argy,"=""0062330624""","=""9780062330628""",2,4.25,HarperTeen,Hardcover,374,2017,2017,2018/01/27,2018/01/27,,,read,,,,1,0
10673576,The Postmortal,Drew Magary,"Magary, Drew",,"=""0143119826""","=""9780143119821""",1,3.75,Penguin Group USA,Paperback,369,2011,2011,,2018/01/06,,,read,,,,1,0
